listener,listener_trial,mturk_worker,mturk_trial,level_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity,difficulty_matched_subset,distance_matched_subset,excitation_matched_subset,proportion_judged_louder
1,2,27,33,7,chainsaw revving,motorcycle,chainsaw revving,1,high-intensity,1,0,1,0.8
1,2,230,35,7,chainsaw revving,motorcycle,chainsaw revving,1,high-intensity,1,0,1,0.8
1,11,33,18,5,chair rolling,chair-moving,chair rolling,1,low-intensity,1,1,1,0.6
1,11,215,18,5,chair rolling,chair-moving,chair rolling,1,low-intensity,1,1,1,0.6
1,12,14,16,2,phone vibrating,phone-ring,phone vibrating,1,low-intensity,1,0,1,0.8
1,12,214,40,2,phone vibrating,phone-ring,phone vibrating,1,low-intensity,1,0,1,0.8
1,17,16,35,3,slicing bread,static,drink fizzing,0,low-intensity,0,1,1,0.2
1,17,138,45,3,slicing bread,static,walking on leaves,0,low-intensity,0,1,1,0.2
1,18,4,23,1,key opening door,pen-dropped,paper cutter,0,low-intensity,0,0,1,0.4
1,18,212,37,1,key opening door,pen-dropped,camera taking a picture,0,low-intensity,0,0,1,0.4
1,20,10,28,7,chopping food,knife-cutting,chopping food,0.5,low-intensity,0,0,1,0.6
1,20,167,1,7,chopping food,knife-cutting,tree falling,0.5,low-intensity,0,0,1,0.6
1,23,15,21,2,fire alarm,watch-alarm,heart monitor,0,high-intensity,1,0,1,0.2
1,23,201,32,2,fire alarm,watch-alarm,cartoon sound effects,0,high-intensity,1,0,1,0.2
1,25,5,37,7,boat horn,ship-horn,boat horn,0.5,high-intensity,1,0,1,0.8
1,25,48,2,7,boat horn,ship-horn,chopping food,0.5,high-intensity,1,0,1,0.8
1,27,33,34,7,velcro,rocks,walking on a hard surface,0,low-intensity,1,0,1,0.8
1,27,156,45,7,velcro,rocks,pool balls colliding,0,low-intensity,1,0,1,0.8
1,28,4,33,7,gunshots,gun-shots,gunshots,1,high-intensity,1,0,1,0.6
1,28,161,46,7,gunshots,gun-shots,gunshots,1,high-intensity,1,0,1,0.6
1,29,12,13,4,car crash,cars-hitting,car crash,1,high-intensity,1,0,1,0.4
1,29,49,24,4,car crash,cars-hitting,car crash,1,high-intensity,1,0,1,0.4
1,34,16,37,1,zipper,nan,cymbol crash,0,low-intensity,1,0,1,0.2
1,34,209,7,1,zipper,nan,cash register,0,low-intensity,1,0,1,0.2
1,39,8,43,2,running on sand,walking,running on sand,0.5,low-intensity,1,0,1,0.2
1,39,240,37,2,running on sand,walking,marching,0.5,low-intensity,1,0,1,0.2
1,41,31,20,7,typing,motor-sound,truck,0,low-intensity,1,1,1,0.8
1,41,189,28,7,typing,motor-sound,record scratching,0,low-intensity,1,1,1,0.8
1,43,17,36,6,scream,screeming,scream,1,high-intensity,0,0,1,0.4
1,43,200,45,6,scream,screeming,scream,1,high-intensity,0,0,1,0.4
1,47,14,14,6,bowling,things-dropped,jumping rope,0,high-intensity,1,0,1,0.6
1,47,235,14,6,bowling,things-dropped,horse galloping,0,high-intensity,1,0,1,0.6
1,51,3,35,1,spray can spraying,nan,darth vader,0,low-intensity,0,0,1,0.2
1,51,199,7,1,spray can spraying,nan,drinking,0,low-intensity,0,0,1,0.2
1,53,32,49,5,music box,music-box,music box,1,low-intensity,1,0,1,0.6
1,53,198,35,5,music box,music-box,music box,1,low-intensity,1,0,1,0.6
1,55,3,19,4,water boiling,something-rolling,car accelerating,0,low-intensity,1,0,1,0.8
1,55,43,2,4,water boiling,something-rolling,electric bass,0,low-intensity,1,0,1,0.8
1,56,6,12,2,breathing,bell,keys jingling,0,low-intensity,1,0,1,0.8
1,56,174,13,2,breathing,bell,heart monitor,0,low-intensity,1,0,1,0.8
1,60,21,2,4,slot machine,shaking,grating food,0,high-intensity,1,0,1,0.2
1,60,203,1,4,slot machine,shaking,rollerblading,0,high-intensity,1,0,1,0.2
1,65,24,14,3,shuffling,cutting,shuffling,0.5,low-intensity,1,0,1,0.6
1,65,194,18,3,shuffling,cutting,violin,0.5,low-intensity,1,0,1,0.6
1,68,41,13,7,thunder,thunder,thunder,1,high-intensity,1,0,1,0.4
1,68,189,33,7,thunder,thunder,thunder,1,high-intensity,1,0,1,0.4
1,71,28,8,2,drum roll,motor,helicopter,0.5,high-intensity,1,0,1,0.6
1,71,203,37,2,drum roll,motor,drum roll,0.5,high-intensity,1,0,1,0.6
1,72,11,5,3,school bell,school-bell,school bell,1,high-intensity,0,0,1,0.4
1,72,141,17,3,school bell,school-bell,school bell,1,high-intensity,0,0,1,0.4
1,75,40,20,5,cymbol crash,music-drum,cymbol crash,1,high-intensity,1,0,1,0.6
1,75,50,50,5,cymbol crash,music-drum,cymbol crash,1,high-intensity,1,0,1,0.6
1,77,15,30,6,drink fizzing,something-being-poure,drink fizzing,0.5,low-intensity,1,0,1,0.4
1,77,148,22,6,drink fizzing,something-being-poure,tooth brushing,0.5,low-intensity,1,0,1,0.4
1,78,3,44,1,camera turning on,paper-clip-dropped,camera turning on,1,low-intensity,1,0,1,0.4
1,78,214,48,1,camera turning on,paper-clip-dropped,camera turning on,1,low-intensity,1,0,1,0.4
1,79,3,27,2,mac startup sound,music,mac startup sound,0.5,low-intensity,1,0,1,0.8
1,79,149,36,2,mac startup sound,music,piano,0.5,low-intensity,1,0,1,0.8
1,82,34,49,4,vacuum,vacume-cleaner,vacuum,1,high-intensity,1,1,1,0.6
1,82,151,23,4,vacuum,vacume-cleaner,vacuum,1,high-intensity,1,1,1,0.6
1,85,27,41,4,crowd laughing,people-laughing,crowd laughing,1,high-intensity,0,0,1,0.2
1,85,204,45,4,crowd laughing,people-laughing,crowd laughing,1,high-intensity,0,0,1,0.2
1,93,37,21,3,humming,person-hummimg,humming,1,low-intensity,1,0,1,0.4
1,93,210,18,3,humming,person-hummimg,humming,1,low-intensity,1,0,1,0.4
1,96,4,12,1,truck beeping,car-being-reversed-sound,truck beeping,1,high-intensity,1,0,1,0.2
1,96,142,44,1,truck beeping,car-being-reversed-sound,truck beeping,1,high-intensity,1,0,1,0.2
1,98,35,6,3,noisemaker,baby-crying,witch cackle,0,high-intensity,1,0,1,0.6
1,98,245,36,3,noisemaker,baby-crying,dialup,0,high-intensity,1,0,1,0.6
1,100,12,42,6,car idling,motor-running,car idling,1,low-intensity,1,1,1,0.8
1,100,44,20,6,car idling,motor-running,car idling,1,low-intensity,1,1,1,0.8
1,101,26,5,2,stream,water,stream,1,low-intensity,1,1,1,0.6
1,101,159,2,2,stream,water,stream,1,low-intensity,1,1,1,0.6
1,103,11,4,4,electric drill,mixer,electric drill,1,high-intensity,1,0,1,0.2
1,103,204,49,4,electric drill,mixer,electric drill,1,high-intensity,1,0,1,0.2
1,111,34,38,1,alarm clock,alarm,alarm clock,1,high-intensity,0,0,1,0.4
1,111,199,19,1,alarm clock,alarm,alarm clock,1,high-intensity,0,0,1,0.4
1,113,14,32,1,turning a lock,walking,walking on a hard surface,0,low-intensity,0,0,1,0.4
1,113,183,10,1,turning a lock,walking,skate boarding,0,low-intensity,0,0,1,0.4
1,114,11,41,1,match lighting,water,tuba,0,low-intensity,0,0,1,0.8
1,114,250,6,1,match lighting,water,liquid pouring out of a bottle,0,low-intensity,0,0,1,0.8
1,117,31,6,7,dog barking,dog-barking,dog barking,1,high-intensity,0,1,1,0.4
1,117,230,4,7,dog barking,dog-barking,dog barking,1,high-intensity,0,1,1,0.4
1,118,25,50,1,crowd noise,people-talking,crowd noise,1,high-intensity,0,0,1,0.4
1,118,173,17,1,crowd noise,people-talking,crowd noise,1,high-intensity,0,0,1,0.4
1,119,2,50,6,glass shattering,glass-breaks,glass shattering,1,high-intensity,1,0,1,0.4
1,119,183,46,6,glass shattering,glass-breaks,glass shattering,1,high-intensity,1,0,1,0.4
1,124,34,10,6,jackhammer,jack-hammer,jackhammer,1,high-intensity,1,0,1,0.4
1,124,146,5,6,jackhammer,jack-hammer,jackhammer,1,high-intensity,1,0,1,0.4
1,127,21,32,3,train passing by,air-plane,train passing by,0.5,high-intensity,1,0,1,0.2
1,127,187,10,3,train passing by,air-plane,gong,0.5,high-intensity,1,0,1,0.2
1,142,1,28,1,tooth brushing,water,liquid pouring out of a bottle,0,low-intensity,1,0,1,0.8
1,142,228,21,1,tooth brushing,water,radio static,0,low-intensity,1,0,1,0.8
1,143,13,28,1,paper cutter,window-opened,owl hooting,0.5,low-intensity,0,0,1,0.6
1,143,238,24,1,paper cutter,window-opened,paper cutter,0.5,low-intensity,0,0,1,0.6
1,148,21,49,6,blender,food-mixer,blender,1,high-intensity,1,1,1,0.6
1,148,211,23,6,blender,food-mixer,blender,1,high-intensity,1,1,1,0.6
1,149,34,31,3,lawn mower,maching-running,lawn mower,1,high-intensity,1,0,1,0.6
1,149,218,47,3,lawn mower,maching-running,lawn mower,1,high-intensity,1,0,1,0.6
1,150,31,46,6,paper shredder,motor,car skidding,0,high-intensity,1,0,1,0.8
1,150,224,26,6,paper shredder,motor,car engine starting,0,high-intensity,1,0,1,0.8
1,153,21,17,5,hammering a nail,hammer,hammering a nail,0.5,high-intensity,1,0,1,0.4
1,153,48,29,5,hammering a nail,hammer,toilet flushing,0.5,high-intensity,1,0,1,0.4
1,154,27,17,3,oldfashioned dialer,cash-register,oldfashioned dialer,0.5,low-intensity,1,0,1,0.4
1,154,253,1,3,oldfashioned dialer,cash-register,typing,0.5,low-intensity,1,0,1,0.4
1,163,31,37,2,hand saw,saw,hand saw,1,high-intensity,1,0,1,0.4
1,163,250,42,2,hand saw,saw,hand saw,1,high-intensity,1,0,1,0.4
1,164,14,48,3,telephone ringing,phone-ring,telephone ringing,1,high-intensity,0,0,1,0.6
1,164,156,19,3,telephone ringing,phone-ring,telephone ringing,1,high-intensity,0,0,1,0.6
1,167,11,30,1,whistle,couldn'thear,car idling,0,high-intensity,1,0,1,0.2
1,167,234,21,1,whistle,couldn'thear,key opening door,0,high-intensity,1,0,1,0.2
1,168,14,8,5,drum solo,drum,drum solo,1,high-intensity,1,0,1,0.4
1,168,183,41,5,drum solo,drum,drum solo,1,high-intensity,1,0,1,0.4
1,171,6,38,1,explosion,water,crowd cheering,0,high-intensity,1,0,1,0.2
1,171,201,1,1,explosion,water,water boiling,0,high-intensity,1,0,1,0.2
1,172,14,36,7,peeling,cutting,peeling,1,low-intensity,0,0,1,0.6
1,172,146,34,7,peeling,cutting,peeling,1,low-intensity,0,0,1,0.6
1,178,26,44,6,inflating a balloon,some-typr-of-machine,microwave,0,low-intensity,0,0,1,0.6
1,178,194,45,6,inflating a balloon,some-typr-of-machine,dialup,0,low-intensity,0,0,1,0.6
1,179,39,37,5,race car,car-going-with-high-speed,race car,1,high-intensity,1,0,1,0.4
1,179,163,36,5,race car,car-going-with-high-speed,race car,1,high-intensity,1,0,1,0.4
1,190,30,1,7,wing flapping,large-bird-flying,wing flapping,0.5,low-intensity,0,0,1,0.2
1,190,158,10,7,wing flapping,large-bird-flying,seagulls,0.5,low-intensity,0,0,1,0.2
1,194,8,39,3,drawer opening,water-hitting-rocks,stones tumbling,0,low-intensity,0,0,1,0.8
1,194,161,42,3,drawer opening,water-hitting-rocks,dice roll,0,low-intensity,0,0,1,0.8
1,195,13,38,5,school hallway,kids-talking,school hallway,1,high-intensity,1,0,1,0.2
1,195,236,6,5,school hallway,kids-talking,school hallway,1,high-intensity,1,0,1,0.2
1,204,26,8,6,paper tearing,knife-cutting,paper tearing,0.5,low-intensity,1,0,1,0.8
1,204,187,11,6,paper tearing,knife-cutting,triangle,0.5,low-intensity,1,0,1,0.8
1,206,31,38,6,microwave,A/c-turned-on,bus decelerating,0.5,low-intensity,0,0,1,0.4
1,206,185,8,6,microwave,A/c-turned-on,microwave,0.5,low-intensity,0,0,1,0.4
1,212,26,27,3,pinball,door-bell,slot machine,0.5,high-intensity,1,0,1,0.6
1,212,208,27,3,pinball,door-bell,pinball,0.5,high-intensity,1,0,1,0.6
1,213,29,44,3,dentist drill,vacume-cleaner,dentist drill,1,high-intensity,1,1,1,0.6
1,213,246,18,3,dentist drill,vacume-cleaner,dentist drill,1,high-intensity,1,1,1,0.6
1,214,11,19,7,monkey screaming,-crow,door creaking,0.5,high-intensity,1,0,1,0.2
1,214,44,7,7,monkey screaming,-crow,monkey screaming,0.5,high-intensity,1,0,1,0.2
1,215,9,40,7,hammering metal,nailing-sound,hammering metal,1,high-intensity,0,0,1,0.2
1,215,158,21,7,hammering metal,nailing-sound,hammering metal,1,high-intensity,0,0,1,0.2
1,220,34,19,6,coin in a vending machine,maching-running,coin in a vending machine,1,low-intensity,1,0,1,0.8
1,220,249,48,6,coin in a vending machine,maching-running,coin in a vending machine,1,low-intensity,1,0,1,0.8
1,222,29,19,5,opening a soda bottle,bus-stopped,truck beeping,0,low-intensity,0,0,1,0.8
1,222,229,41,5,opening a soda bottle,bus-stopped,slot machine,0,low-intensity,0,0,1,0.8
1,223,12,25,6,sighing,yarning,sighing,1,low-intensity,1,0,1,0.4
1,223,194,49,6,sighing,yarning,sighing,1,low-intensity,1,0,1,0.4
1,228,25,28,1,coffee machine,water,water splashing,0.5,low-intensity,0,1,1,0.4
1,228,230,12,1,coffee machine,water,coffee machine,0.5,low-intensity,0,1,1,0.4
1,235,20,35,4,bagpipes,marching-band-playing,bagpipes,1,high-intensity,0,0,1,0.6
1,235,221,3,4,bagpipes,marching-band-playing,bagpipes,1,high-intensity,0,0,1,0.6
1,238,30,15,4,dice roll,dices-being-thrown,dice roll,1,low-intensity,1,0,1,0.6
1,238,154,44,4,dice roll,dices-being-thrown,dice roll,1,low-intensity,1,0,1,0.6
1,243,11,40,2,fireworks,radio-static,humming,0,high-intensity,1,0,1,0.4
1,243,44,41,2,fireworks,radio-static,sports arena buzzer,0,high-intensity,1,0,1,0.4
1,247,6,40,3,crying,crying,crying,1,high-intensity,0,1,1,0.4
1,247,47,14,3,crying,crying,crying,1,high-intensity,0,1,1,0.4
1,249,36,16,7,flag,thunder,drum solo,0,low-intensity,0,0,1,0.8
1,249,230,39,7,flag,thunder,wind,0,low-intensity,0,0,1,0.8
1,252,42,31,5,soda pouring into a cup,pouring-liquid,soda pouring into a cup,1,low-intensity,1,0,1,0.6
1,252,221,16,5,soda pouring into a cup,pouring-liquid,soda pouring into a cup,1,low-intensity,1,0,1,0.6
1,253,4,44,6,witch cackle,someone-making-funny-sounds,crowd laughing,0,high-intensity,1,0,1,0.4
1,253,182,29,6,witch cackle,someone-making-funny-sounds,newspaper page turning,0,high-intensity,1,0,1,0.4
1,256,7,44,2,bass drum hits,walking,skate boarding,0,high-intensity,1,0,1,0.2
1,256,235,35,2,bass drum hits,walking,humming,0,high-intensity,1,0,1,0.2
1,257,33,5,5,motorcycle revving,motor-cycle,motorcycle revving,1,high-intensity,1,0,1,0.4
1,257,162,34,5,motorcycle revving,motor-cycle,motorcycle revving,1,high-intensity,1,0,1,0.4
1,258,8,35,5,traffic noises,trafic-noise,traffic noises,1,high-intensity,1,0,1,0.4
1,258,171,2,5,traffic noises,trafic-noise,traffic noises,1,high-intensity,1,0,1,0.4
1,259,25,34,7,newspaper page turning,papers-turned,newspaper page turning,1,low-intensity,1,0,1,0.4
1,259,138,16,7,newspaper page turning,papers-turned,newspaper page turning,1,low-intensity,1,0,1,0.4
1,262,8,3,1,windup toy,walking,crowd noise,0.5,low-intensity,1,0,1,0.2
1,262,202,32,1,windup toy,walking,windup toy,0.5,low-intensity,1,0,1,0.2
1,264,3,50,2,rubbing hands,rubbing,rubbing hands,1,low-intensity,1,0,1,0.4
1,264,176,6,2,rubbing hands,rubbing,rubbing hands,1,low-intensity,1,0,1,0.4
1,267,4,35,7,scissors cutting paper,cutting-something,scissors cutting paper,1,low-intensity,1,0,1,0.6
1,267,212,6,7,scissors cutting paper,cutting-something,scissors cutting paper,1,low-intensity,1,0,1,0.6
1,269,9,32,1,leather coat,walking,ping pong,0,low-intensity,0,0,1,0.4
1,269,166,48,1,leather coat,walking,drawer closing,0,low-intensity,0,0,1,0.4
1,270,9,34,2,writing on paper,writing,writing on paper,1,low-intensity,1,0,1,0.6
1,270,153,16,2,writing on paper,writing,writing on paper,1,low-intensity,1,0,1,0.6
1,271,15,2,5,grating food,cutting-with-saw,grating food,0.5,low-intensity,0,1,1,0.6
1,271,251,10,5,grating food,cutting-with-saw,hammering metal,0.5,low-intensity,0,1,1,0.6
1,275,9,18,4,shouting,man-talking-very-fast,russian,0.5,high-intensity,1,0,1,0.2
1,275,157,5,4,shouting,man-talking-very-fast,shouting,0.5,high-intensity,1,0,1,0.2
1,277,42,25,1,coloring,writing,writing on a whiteboard,0,low-intensity,0,0,1,0.8
1,277,252,29,1,coloring,writing,brushing hair,0,low-intensity,0,0,1,0.8
1,278,28,49,1,car deccelerating,couldn't-hear-it,phone vibrating,0,low-intensity,1,0,1,0
1,278,179,30,1,car deccelerating,couldn't-hear-it,writing on paper,0,low-intensity,1,0,1,0
1,287,21,37,4,tree falling,things-moved,tennis volley,0,high-intensity,1,0,1,0.2
1,287,251,1,4,tree falling,things-moved,tractor,0,high-intensity,1,0,1,0.2
1,291,14,5,6,drawer closing,motor-running,truck,0,low-intensity,0,0,1,0.6
1,291,168,8,6,drawer closing,motor-running,chainsaw revving,0,low-intensity,0,0,1,0.6
1,292,4,39,1,helicopter,car-running,car deccelerating,0.5,high-intensity,1,0,1,0.2
1,292,201,46,1,helicopter,car-running,helicopter,0.5,high-intensity,1,0,1,0.2
1,293,3,17,1,writing on a whiteboard,tooth-brush,writing on a whiteboard,0.5,low-intensity,1,0,1,0.6
1,293,141,24,1,writing on a whiteboard,tooth-brush,rattlesnake,0.5,low-intensity,1,0,1,0.6
1,295,27,27,6,dove cooing,birds,dove cooing,1,low-intensity,1,0,1,0.4
1,295,168,21,6,dove cooing,birds,dove cooing,1,low-intensity,1,0,1,0.4
1,296,4,49,3,tap dancing,tap-dancing,tap dancing,1,high-intensity,1,0,1,0.6
1,296,145,30,3,tap dancing,tap-dancing,tap dancing,1,high-intensity,1,0,1,0.6
1,297,5,1,2,lion growl,dog,lion growl,0.5,high-intensity,1,0,1,0.2
1,297,149,30,2,lion growl,dog,cicadas,0.5,high-intensity,1,0,1,0.2
2,3,14,47,2,helicopter,helicopter,helicopter,1,high-intensity,1,0,1,0.6
2,3,226,41,2,helicopter,helicopter,helicopter,1,high-intensity,1,0,1,0.6
2,4,30,32,2,key opening door,typewriter,bassoon,0,low-intensity,0,0,1,0.8
2,4,224,46,2,key opening door,typewriter,windup toy,0,low-intensity,0,0,1,0.8
2,6,40,6,4,drawer opening,a-cabinet-drawer-being-opened,drawer opening,1,low-intensity,0,0,1,0.4
2,6,165,10,4,drawer opening,a-cabinet-drawer-being-opened,drawer opening,1,low-intensity,0,0,1,0.4
2,9,9,43,6,school hallway,children-voices-at-a-daycare-or-school,school hallway,1,high-intensity,1,0,1,0.6
2,9,169,46,6,school hallway,children-voices-at-a-daycare-or-school,school hallway,1,high-intensity,1,0,1,0.6
2,11,16,40,5,bagpipes,bagpipes,bagpipes,1,high-intensity,0,0,1,0.4
2,11,221,34,5,bagpipes,bagpipes,bagpipes,1,high-intensity,0,0,1,0.4
2,12,8,18,2,leather coat,zipper,leather coat,0.5,low-intensity,0,0,1,1
2,12,205,21,2,leather coat,zipper,dialup,0.5,low-intensity,0,0,1,1
2,14,33,39,5,slot machine,a-register?,slot machine,0.5,high-intensity,1,0,1,0
2,14,144,23,5,slot machine,a-register?,pager beeps,0.5,high-intensity,1,0,1,0
2,18,37,30,6,hammering a nail,hammer,hammering a nail,1,high-intensity,1,0,1,0.4
2,18,178,4,6,hammering a nail,hammer,hammering a nail,1,high-intensity,1,0,1,0.4
2,19,25,15,5,electric drill,electric-screw-driver-,electric drill,1,high-intensity,1,0,1,0.4
2,19,230,11,5,electric drill,electric-screw-driver-,electric drill,1,high-intensity,1,0,1,0.4
2,20,37,17,4,dentist drill,electric-sander,dentist drill,1,high-intensity,1,1,1,0.8
2,20,243,5,4,dentist drill,electric-sander,dentist drill,1,high-intensity,1,1,1,0.8
2,21,35,19,3,mac startup sound,windows-startup-sound,mac startup sound,1,low-intensity,1,0,1,0.6
2,21,150,18,3,mac startup sound,windows-startup-sound,mac startup sound,1,low-intensity,1,0,1,0.6
2,30,26,22,4,shuffling,?,shuffling,0.5,low-intensity,1,0,1,0.2
2,30,208,39,4,shuffling,?,newspaper page turning,0.5,low-intensity,1,0,1,0.2
2,31,42,39,7,drink fizzing,soda-can-being-opened,drink fizzing,1,low-intensity,1,0,1,0.8
2,31,198,48,7,drink fizzing,soda-can-being-opened,drink fizzing,1,low-intensity,1,0,1,0.8
2,35,3,9,1,hammering metal,a-hammer-being-banged-against-metal-,hammering metal,1,high-intensity,0,0,1,0.6
2,35,53,46,1,hammering metal,a-hammer-being-banged-against-metal-,hammering metal,1,high-intensity,0,0,1,0.6
2,35,168,6,1,hammering metal,a-hammer-being-banged-against-metal-,hammering metal,1,high-intensity,0,0,1,0.6
2,42,12,9,4,school bell,school-bell-,school bell,1,high-intensity,0,0,1,0.6
2,42,163,22,4,school bell,school-bell-,school bell,1,high-intensity,0,0,1,0.6
2,43,22,37,3,hand saw,a-saw,hand saw,1,high-intensity,1,0,1,0.4
2,43,212,29,3,hand saw,a-saw,hand saw,1,high-intensity,1,0,1,0.4
2,45,17,14,6,chair rolling,rolling-of-a-desk--table,chair rolling,1,low-intensity,1,1,1,0.4
2,45,189,3,6,chair rolling,rolling-of-a-desk--table,chair rolling,1,low-intensity,1,1,1,0.4
2,48,11,1,7,paper shredder,garbage-disposal-in-a-kitchen-sink,ratchet,0.5,high-intensity,1,0,1,0.6
2,48,147,10,7,paper shredder,garbage-disposal-in-a-kitchen-sink,paper shredder,0.5,high-intensity,1,0,1,0.6
2,50,34,5,2,match lighting,unzipping-of-something,scratching,0,low-intensity,0,0,1,0.4
2,50,207,48,2,match lighting,unzipping-of-something,peeling,0,low-intensity,0,0,1,0.4
2,58,9,26,2,crowd noise,voices-of-people,crowd noise,1,high-intensity,0,0,1,0.6
2,58,162,5,2,crowd noise,voices-of-people,crowd noise,1,high-intensity,0,0,1,0.6
2,62,28,22,1,monkey screaming,seaguls,monkey screaming,1,high-intensity,1,0,1,0.4
2,62,203,30,1,monkey screaming,seaguls,monkey screaming,1,high-intensity,1,0,1,0.4
2,65,40,41,4,lawn mower,lawn-mower,lawn mower,1,high-intensity,1,0,1,0.6
2,65,178,10,4,lawn mower,lawn-mower,lawn mower,1,high-intensity,1,0,1,0.6
2,71,15,28,4,pinball,elevator-door-being-opened,pinball,0.5,high-intensity,1,0,1,0.2
2,71,214,42,4,pinball,elevator-door-being-opened,zipper,0.5,high-intensity,1,0,1,0.2
2,79,5,32,1,typing,horses-walking,typing,0.5,low-intensity,1,1,1,0.8
2,79,156,10,1,typing,horses-walking,helicopter,0.5,low-intensity,1,1,1,0.8
2,85,30,20,3,lion growl,something-being-rolled,coloring,0,high-intensity,1,0,1,0.4
2,85,220,12,3,lion growl,something-being-rolled,scissors cutting paper,0,high-intensity,1,0,1,0.4
2,88,18,44,3,drum roll,drums,drum roll,1,high-intensity,1,0,1,0.6
2,88,236,27,3,drum roll,drums,drum roll,1,high-intensity,1,0,1,0.6
2,89,28,41,3,fire alarm,an-alarm-of-some-kind,fire alarm,1,high-intensity,1,0,1,0.6
2,89,140,31,3,fire alarm,an-alarm-of-some-kind,fire alarm,1,high-intensity,1,0,1,0.6
2,93,27,37,5,shouting,a-man-yelling,shouting,1,high-intensity,1,0,1,0.4
2,93,199,21,5,shouting,a-man-yelling,shouting,1,high-intensity,1,0,1,0.4
2,94,9,15,2,whistle,a-whistle,whistle,1,high-intensity,1,0,1,0.4
2,94,248,27,2,whistle,a-whistle,whistle,1,high-intensity,1,0,1,0.4
2,98,18,22,7,drawer closing,something-being-rolled-on-a-freight-elevator,drawer closing,0.5,low-intensity,0,0,1,0.6
2,98,246,4,7,drawer closing,something-being-rolled-on-a-freight-elevator,tuba,0.5,low-intensity,0,0,1,0.6
2,101,37,48,7,microwave,drying-clothes,electric bass,0,low-intensity,0,0,1,0.4
2,101,240,1,7,microwave,drying-clothes,blender,0,low-intensity,0,0,1,0.4
2,108,5,41,3,phone vibrating,cellphone-vibrating,phone vibrating,1,low-intensity,1,0,1,0.4
2,108,251,17,3,phone vibrating,cellphone-vibrating,phone vibrating,1,low-intensity,1,0,1,0.4
2,109,14,19,4,telephone ringing,telepohone-,telephone ringing,1,high-intensity,0,0,1,0.6
2,109,222,13,4,telephone ringing,telepohone-,telephone ringing,1,high-intensity,0,0,1,0.6
2,115,9,38,2,tooth brushing,brushing-of-teeth,tooth brushing,1,low-intensity,1,0,1,0.6
2,115,148,26,2,tooth brushing,brushing-of-teeth,tooth brushing,1,low-intensity,1,0,1,0.6
2,116,5,18,7,bowling,bowling-pins,bowling,1,high-intensity,1,0,1,0.6
2,116,160,20,7,bowling,bowling-pins,bowling,1,high-intensity,1,0,1,0.6
2,119,29,7,1,gunshots,?,ratchet,0,high-intensity,1,0,1,0.2
2,119,50,8,1,gunshots,?,cymbol crash,0,high-intensity,1,0,1,0.2
2,120,42,35,5,car crash,a-car-crash,car crash,1,high-intensity,1,0,1,0.6
2,120,249,35,5,car crash,a-car-crash,car crash,1,high-intensity,1,0,1,0.6
2,126,33,36,4,humming,a-person-humming,humming,1,low-intensity,1,0,1,0.6
2,126,178,23,4,humming,a-person-humming,humming,1,low-intensity,1,0,1,0.6
2,130,26,45,1,boat horn,a-doorbell,boat horn,0.5,high-intensity,1,0,1,0.4
2,130,245,9,1,boat horn,a-doorbell,mac startup sound,0.5,high-intensity,1,0,1,0.4
2,132,9,10,4,tap dancing,tap-dancing,tap dancing,1,high-intensity,1,0,1,0.6
2,132,44,46,4,tap dancing,tap-dancing,tap dancing,1,high-intensity,1,0,1,0.6
2,135,20,29,6,music box,a-music-box,mac startup sound,0.5,low-intensity,1,0,1,0.6
2,135,139,19,6,music box,a-music-box,music box,0.5,low-intensity,1,0,1,0.6
2,138,4,50,5,tree falling,base-instrument,shaving with electric razor,0,high-intensity,1,0,1,0.2
2,138,245,6,5,tree falling,base-instrument,piano,0,high-intensity,1,0,1,0.2
2,148,35,14,1,newspaper page turning,don't-know,car driving through a puddle,0.5,low-intensity,1,0,1,0.2
2,148,188,17,1,newspaper page turning,don't-know,newspaper page turning,0.5,low-intensity,1,0,1,0.2
2,150,13,3,7,jackhammer,jackhammer,jackhammer,1,high-intensity,1,0,1,0.4
2,150,157,25,7,jackhammer,jackhammer,jackhammer,1,high-intensity,1,0,1,0.4
2,151,29,35,2,paper cutter,construction-work-,chainsaw revving,0,low-intensity,0,0,1,0.8
2,151,247,39,2,paper cutter,construction-work-,scrubbing dishes,0,low-intensity,0,0,1,0.8
2,153,36,49,7,car idling,cars-driving-on-the-road,car idling,0.5,low-intensity,1,1,1,0.6
2,153,211,41,7,car idling,cars-driving-on-the-road,running on gravel,0.5,low-intensity,1,1,1,0.6
2,155,42,4,1,chopping food,?,volcanic eruption,0.5,low-intensity,0,0,1,0.4
2,155,189,41,1,chopping food,?,chopping food,0.5,low-intensity,0,0,1,0.4
2,161,19,27,1,flag,?,flag,0.5,low-intensity,0,0,1,0.2
2,161,153,19,1,flag,?,spray can shaking,0.5,low-intensity,0,0,1,0.2
2,163,11,32,7,coin in a vending machine,a-vending-machine-dispensing-something,coin in a vending machine,1,low-intensity,1,0,1,0.4
2,163,250,18,7,coin in a vending machine,a-vending-machine-dispensing-something,coin in a vending machine,1,low-intensity,1,0,1,0.4
2,166,2,23,7,blender,a-blender,blender,1,high-intensity,1,1,1,0.6
2,166,49,36,7,blender,a-blender,blender,1,high-intensity,1,1,1,0.6
2,173,31,22,3,bass drum hits,beating-of-a-drum-,bass drum hits,1,high-intensity,1,0,1,0.6
